farm_id,farmer_name,district,state,latitude,longitude,crop_type,farm_area,soil_health,soil_moisture,temperature,precipitation,humidity,drought_index,flood_risk,pest_risk,historical_yield,expected_yield,yield_variation,season,irrigation_status,weather_volatility,crop_price,previous_loss,climate_resilience,risk_score,crop_failure
FARM-342,Sunil Sharma,Karnal,Haryana,29.6205,76.9933,Wheat,2.36,59.6,24.9,24.2,31.4,63.4,0.671,0.092,0.43,3.99,4.18,0.77,Rabi,Partial,0.332,2236.0,0.449,0.56,0.6061,1
FARM-343,Babu Sharma,Raichur,Karnataka,16.561,77.2912,Pulses,2.64,62.2,31.2,31.4,80.5,77.0,0.412,0.203,0.453,1.28,1.25,0.776,Rabi,None,0.595,6144.0,0.154,0.425,0.6523,1
FARM-344,Anita Deshmukh,Murshidabad,West Bengal,24.3306,88.2914,Pulses,2.87,57.3,18.1,30.6,44.6,68.0,0.212,0.398,0.482,0.96,1.08,0.554,Rabi,None,0.212,5425.0,0.153,0.484,0.3494,0
FARM-345,Mahesh Bishnoi,Sirsa,Haryana,29.6328,75.074,Cotton,3.75,57.4,27.9,27.3,61.0,69.1,0.252,0.17,0.573,1.94,1.9,0.419,Kharif,Partial,0.133,6095.0,0.719,0.639,0.2891,1
FARM-346,Savita Mondal,Patna,Bihar,25.6591,85.1654,Maize,1.2,50.3,26.2,28.9,104.0,72.0,0.477,0.509,0.389,2.81,2.87,0.672,Kharif,None,0.758,1797.0,0.534,0.291,0.9599,1
FARM-347,Kishan Patel,Jabalpur,Madhya Pradesh,23.2805,80.0279,Pulses,4.49,62.1,21.9,25.4,62.1,66.2,0.511,0.45,0.479,1.03,1.06,0.575,Rabi,None,0.346,6996.0,0.261,0.35,0.7494,1
FARM-348,Laxman Sharma,Rajkot,Gujarat,22.428,70.8618,Cotton,4.73,50.2,40.5,26.3,70.2,50.8,0.491,0.352,0.499,1.45,1.4,0.644,Kharif,Good,0.652,6844.0,0.336,0.578,0.6833,1
FARM-349,Dinesh Patel,Anantapur,Andhra Pradesh,14.4658,77.7351,Maize,2.95,65.5,32.1,27.1,29.2,70.5,0.266,0.219,0.406,2.81,2.87,0.513,Kharif,Good,0.211,2093.0,0.153,0.65,0.1832,0
FARM-350,Anil Kaur,Nashik,Maharashtra,19.8773,73.7419,Maize,2.45,57.8,27.7,29.3,77.2,54.9,0.427,0.243,0.333,3.29,3.29,0.676,Kharif,None,0.548,2227.0,0.198,0.302,0.5631,1
FARM-351,Mahesh Meena,Varanasi,Uttar Pradesh,25.151,83.0368,Rice,2.69,58.9,27.4,26.0,30.2,64.5,0.169,0.625,0.281,4.9,5.48,0.449,Kharif,None,0.287,2586.0,0.093,0.436,0.7258,1
FARM-352,Harpreet Bishnoi,Meerut,Uttar Pradesh,28.891,78.0309,Wheat,1.39,62.2,39.4,24.9,66.1,69.6,0.444,0.438,0.257,4.38,4.18,0.446,Rabi,Good,0.279,2009.0,0.224,0.619,0.0983,0
FARM-353,Kavita Singh,Kota,Rajasthan,25.0973,75.9503,Wheat,1.92,51.2,20.7,26.3,34.9,47.1,0.522,0.372,0.201,4.51,4.28,0.182,Rabi,None,0.308,2131.0,0.384,0.404,0.6839,1
FARM-354,Gurpreet Singh,Karnal,Haryana,29.9717,77.0056,Cotton,3.51,83.8,13.2,26.0,19.5,59.1,0.288,0.259,0.547,2.04,2.07,0.686,Kharif,None,0.287,6167.0,0.342,0.517,0.6419,0
FARM-355,Shanti Jat,Mandya,Karnataka,12.6419,76.7124,Maize,1.3,61.1,34.9,24.5,142.3,71.2,0.582,0.156,0.479,2.89,2.77,0.341,Kharif,Good,0.61,2124.0,0.209,0.596,0.2652,0
FARM-356,Bhagwan Kumar,Surat,Gujarat,21.2229,72.9298,Cotton,4.18,73.5,9.3,26.2,20.6,61.9,0.802,0.181,0.686,2.7,2.96,0.252,Kharif,None,0.172,7442.0,0.229,0.431,0.7999,1
FARM-357,Geeta Patel,Agra,Uttar Pradesh,27.3326,78.2452,Rice,2.39,62.9,41.9,25.1,105.3,63.1,0.379,0.433,0.315,3.99,3.6,0.7,Kharif,Good,0.406,2090.0,0.327,0.618,0.3574,1
FARM-358,Dinesh Kumar,Patna,Bihar,25.1839,85.0257,Wheat,7.66,77.0,15.1,26.0,42.3,70.1,0.505,0.617,0.522,5.83,5.47,0.571,Rabi,None,0.779,2340.0,0.284,0.377,0.8727,1
FARM-359,Mohan Verma,Bathinda,Punjab,30.2567,75.2612,Rice,0.89,62.7,37.3,24.4,41.7,60.5,0.606,0.112,0.495,3.02,3.08,0.335,Kharif,Good,0.244,2388.0,0.488,0.642,0.2446,0
FARM-360,Lakshmi Reddy,Belagavi,Karnataka,15.7744,74.2891,Sugarcane,9.19,47.2,41.1,27.9,135.2,65.3,0.564,0.205,0.192,70.93,73.72,0.464,Annual,Good,0.301,314.0,0.402,0.693,0.0945,0
FARM-361,Suresh Singh,Jalandhar,Punjab,31.201,75.5311,Cotton,2.35,75.0,26.1,25.2,22.0,55.0,0.309,0.486,0.633,2.88,3.01,1.0,Kharif,Good,0.895,6543.0,0.203,0.529,0.8734,1
FARM-362,Vijay Pillai,Warangal,Telangana,18.2821,79.4905,Rice,1.09,68.2,38.3,27.9,66.6,51.8,0.48,0.344,0.327,4.74,5.07,0.284,Kharif,Good,0.239,2488.0,0.426,0.698,0.1515,0
FARM-363,Ganesh Ghosh,Rajkot,Gujarat,22.2614,70.7337,Wheat,6.44,44.7,22.2,28.4,23.4,48.7,0.443,0.445,0.394,5.04,5.23,0.623,Rabi,Partial,0.718,2221.0,0.402,0.442,0.91,1
FARM-364,Vijay Chauhan,Bikaner,Rajasthan,28.175,73.059,Pulses,0.92,47.4,26.8,24.6,20.0,51.8,0.473,0.07,0.489,0.59,0.57,0.266,Rabi,Good,0.512,5540.0,0.174,0.508,0.3038,0
FARM-365,Sukhwinder Mondal,Belagavi,Karnataka,16.2024,74.6387,Maize,4.12,74.9,35.0,22.1,155.1,57.7,0.575,0.366,0.533,3.01,2.88,0.283,Kharif,None,0.418,1983.0,0.316,0.445,0.4477,0
FARM-366,Kamla Singh,Varanasi,Uttar Pradesh,25.3191,83.1526,Mustard,2.73,66.5,41.4,26.1,93.4,72.6,0.07,0.339,0.493,1.17,1.13,0.36,Rabi,Good,0.496,5039.0,0.303,0.65,0.1037,0
FARM-367,Mohan Rao,Warangal,Telangana,17.7875,79.4774,Rice,3.76,56.2,16.9,30.3,56.2,73.0,0.645,0.321,0.397,3.43,3.38,0.547,Kharif,Partial,0.591,2200.0,0.317,0.545,0.8592,1
FARM-368,Harpreet Bishnoi,Madurai,Tamil Nadu,10.1685,78.042,Rice,1.53,56.4,42.3,27.0,50.0,71.8,0.399,0.354,0.66,4.61,4.64,0.529,Kharif,Good,0.71,2099.0,0.122,0.602,0.6025,1
FARM-369,Radha Singh,Nashik,Maharashtra,20.0145,73.7373,Sugarcane,3.04,55.6,20.8,29.5,46.1,68.1,0.487,0.44,0.295,64.9,67.06,0.312,Annual,None,0.661,322.0,0.157,0.401,0.9511,1
FARM-370,Kamla Rao,Kolhapur,Maharashtra,16.7161,74.272,Cotton,2.46,42.9,28.3,26.8,92.9,60.4,0.355,0.239,0.725,2.17,2.21,0.378,Kharif,None,0.424,6390.0,0.238,0.275,0.6644,1
FARM-371,Prakash Ghosh,Hooghly,West Bengal,23.018,88.4633,Pulses,5.74,87.5,56.6,28.2,156.3,81.6,0.103,0.466,0.584,1.25,1.24,0.174,Rabi,Good,0.178,6598.0,0.234,0.754,0.0367,0
FARM-372,Laxman Singh,Patna,Bihar,25.4066,85.219,Wheat,1.81,53.3,34.3,27.7,37.5,64.7,0.241,0.666,0.483,3.18,3.25,0.259,Rabi,Partial,0.479,2056.0,0.322,0.472,0.6692,1
FARM-373,Shankar Mondal,Raichur,Karnataka,16.222,77.4614,Rice,2.29,62.4,40.7,23.6,51.7,68.7,0.339,0.205,0.315,5.0,5.22,0.451,Kharif,Good,0.614,2352.0,0.17,0.693,0.1144,0
FARM-374,Shankar Mondal,Nadia,West Bengal,23.6671,88.5717,Maize,1.74,77.2,33.4,26.5,84.5,80.1,0.438,0.539,0.579,4.67,4.74,0.399,Kharif,Good,0.841,2273.0,0.261,0.583,0.6439,1
FARM-375,Geeta Patel,Gaya,Bihar,24.7461,84.61,Pulses,2.92,71.1,48.0,26.2,127.3,60.6,0.542,0.399,0.457,1.19,1.31,0.427,Rabi,Good,0.446,6203.0,0.33,0.731,0.139,0
FARM-376,Ramesh Jat,Jabalpur,Madhya Pradesh,23.2319,80.0998,Wheat,2.36,36.0,35.4,26.8,82.0,54.2,0.497,0.247,0.187,3.41,3.69,0.446,Rabi,Good,0.334,1874.0,0.095,0.645,0.2052,0
FARM-377,Bhagwan Gowda,Patna,Bihar,25.352,85.39,Rice,2.34,65.1,33.5,23.6,112.6,72.3,0.346,0.55,0.602,4.0,4.08,0.495,Kharif,Partial,0.207,2134.0,0.43,0.57,0.3954,1
FARM-378,Radha Patil,Krishna,Andhra Pradesh,16.6488,80.7841,Cotton,2.44,54.1,23.6,27.6,45.3,56.6,0.286,0.464,0.416,1.61,1.5,0.41,Kharif,None,0.368,5908.0,0.326,0.382,0.717,0
FARM-379,Sunita Kumar,Jaipur,Rajasthan,27.0573,75.7041,Cotton,4.32,61.7,32.9,26.9,47.8,50.4,0.935,0.124,0.465,1.13,1.05,0.419,Kharif,Good,0.347,7280.0,0.168,0.661,0.1449,0
FARM-380,Rajinder Naidu,Nadia,West Bengal,23.4196,88.7741,Rice,0.95,64.4,26.4,26.0,51.9,68.6,0.146,0.613,0.188,4.24,4.37,0.271,Kharif,Partial,0.617,2290.0,0.125,0.503,0.4978,0
FARM-381,Savita Pillai,Madurai,Tamil Nadu,9.8534,78.1609,Cotton,4.59,60.4,36.5,27.1,86.4,72.1,0.459,0.19,0.643,2.53,2.58,0.253,Kharif,None,0.238,7463.0,0.15,0.382,0.1561,0
FARM-382,Sohan Mondal,Solapur,Maharashtra,17.6123,75.6484,Sugarcane,1.71,75.3,30.0,26.6,40.5,54.4,0.484,0.183,0.264,75.99,76.18,0.407,Annual,Good,0.36,307.0,0.216,0.852,0.1222,0
FARM-383,Sanjay Jat,Salem,Tamil Nadu,11.6996,78.33,Sugarcane,7.13,55.4,34.6,30.2,100.1,59.2,0.25,0.441,0.236,73.24,70.9,0.293,Annual,None,0.05,330.0,0.152,0.491,0.1506,1
FARM-384,Sukhwinder Patil,Gaya,Bihar,24.6685,84.9131,Rice,1.84,71.0,48.0,26.4,147.7,67.6,0.212,0.736,0.68,5.46,5.71,0.335,Kharif,Good,0.2,2366.0,0.196,0.776,0.104,0
FARM-385,Kavita Patel,Kurnool,Andhra Pradesh,15.597,77.9046,Pulses,2.03,58.8,34.8,30.9,49.2,53.9,0.591,0.519,0.4,1.2,1.28,0.298,Rabi,Partial,0.386,6290.0,0.327,0.558,0.4905,0
FARM-386,Bhagwan Jat,Patiala,Punjab,30.5822,76.5219,Wheat,1.77,76.0,41.1,26.5,19.0,63.2,0.065,0.406,0.431,4.75,5.01,0.638,Rabi,Good,0.066,2183.0,0.078,0.749,0.01,0
FARM-387,Pushpa Meena,Kurnool,Andhra Pradesh,15.8388,77.8921,Pulses,3.0,58.0,25.0,26.7,77.4,65.4,0.4,0.282,0.47,0.83,0.83,0.395,Rabi,None,0.446,6469.0,0.529,0.359,0.5803,0
FARM-388,Rekha Kumar,Jaipur,Rajasthan,26.877,75.5801,Mustard,2.14,37.1,19.8,29.3,55.3,48.2,0.509,0.081,0.337,1.44,1.49,0.283,Rabi,None,0.115,4998.0,0.339,0.38,0.3816,0
FARM-389,Laxman Naidu,Gaya,Bihar,24.5634,84.8251,Rice,3.69,58.8,36.0,26.4,58.2,71.6,0.269,0.525,0.474,3.39,3.67,0.298,Kharif,Good,0.608,2243.0,0.152,0.518,0.3997,1
FARM-390,Radha Reddy,Muzaffarpur,Bihar,25.9602,85.7005,Maize,2.49,66.4,38.4,27.4,212.4,74.3,0.564,0.365,0.508,2.8,3.0,0.234,Kharif,None,0.354,1975.0,0.152,0.465,0.3034,0
FARM-391,Rajinder Deshmukh,Kolhapur,Maharashtra,16.5029,74.235,Cotton,3.86,67.1,10.7,27.4,79.0,53.7,0.5,0.192,0.634,1.57,1.55,0.404,Kharif,None,0.723,5854.0,0.157,0.419,0.7189,1
FARM-392,Gurpreet Patel,Rohtak,Haryana,28.5329,76.3625,Mustard,2.37,62.6,41.8,24.9,29.7,50.7,0.356,0.05,0.362,1.25,1.3,0.28,Rabi,Good,0.524,5119.0,0.411,0.645,0.0587,0
FARM-393,Shanti Patel,Gwalior,Madhya Pradesh,26.1821,78.1803,Pulses,3.04,63.7,44.5,27.1,119.0,57.3,0.342,0.113,0.728,1.37,1.34,0.313,Rabi,Good,0.053,6599.0,0.149,0.747,0.01,0
FARM-394,Sohan Verma,Madurai,Tamil Nadu,10.193,78.2507,Rice,3.32,49.9,43.5,28.1,33.2,71.6,0.185,0.259,0.631,4.76,5.41,0.639,Kharif,Good,0.521,2430.0,0.124,0.63,0.3731,0
FARM-395,Vijay Jat,Nashik,Maharashtra,19.6984,73.6224,Pulses,3.15,36.6,8.0,28.9,26.4,56.7,0.411,0.221,0.536,1.29,1.24,0.53,Rabi,None,0.396,6432.0,0.187,0.326,0.7551,1
FARM-396,Pushpa Naidu,Bhopal,Madhya Pradesh,23.22,77.3483,Wheat,2.16,34.1,27.3,25.8,98.7,48.0,0.48,0.397,0.204,3.38,3.79,0.454,Rabi,Good,0.493,2518.0,0.472,0.593,0.542,0
FARM-397,Ramesh Meena,Nashik,Maharashtra,19.7201,74.0753,Pulses,2.33,62.9,22.1,28.5,61.7,66.1,0.673,0.13,0.502,1.08,1.12,0.376,Rabi,None,0.464,6311.0,0.417,0.363,0.7155,0
FARM-398,Bhagwan Deshmukh,Aurangabad,Maharashtra,20.0498,75.2354,Rice,7.79,65.7,36.0,29.6,86.4,52.8,0.578,0.116,0.49,4.22,4.27,0.381,Kharif,Good,0.477,2404.0,0.229,0.697,0.157,1
FARM-399,Kishan Reddy,Solapur,Maharashtra,17.7524,75.9271,Pulses,11.15,75.3,44.1,28.4,211.2,62.7,0.484,0.435,0.544,1.4,1.33,0.535,Rabi,None,0.222,7062.0,0.236,0.444,0.3656,0
FARM-400,Babu Naidu,Bathinda,Punjab,30.0662,74.993,Wheat,5.64,61.8,43.8,29.4,92.0,72.4,0.298,0.085,0.459,4.27,4.46,0.479,Rabi,Good,0.657,2459.0,0.189,0.641,0.1596,0
FARM-401,Shankar Ghosh,Jodhpur,Rajasthan,26.319,73.0161,Mustard,9.48,63.5,8.0,30.1,17.7,20.9,0.566,0.202,0.023,2.4,2.41,0.42,Rabi,None,0.479,5813.0,0.349,0.432,0.3495,0
FARM-402,Sohan Gowda,Raichur,Karnataka,16.3172,77.6554,Rice,0.47,47.8,43.3,27.4,88.0,57.8,0.488,0.176,0.319,3.89,3.89,0.645,Kharif,Good,0.559,2507.0,0.299,0.535,0.5444,1
FARM-403,Anita Rathore,Salem,Tamil Nadu,11.5834,78.414,Maize,2.31,47.8,38.3,32.4,78.7,80.4,0.41,0.228,0.557,4.68,4.81,0.438,Kharif,Good,0.62,2201.0,0.168,0.647,0.3377,0
FARM-404,Sanjay Naidu,Nalgonda,Telangana,17.4623,79.2361,Maize,2.17,82.2,43.4,27.4,124.4,61.2,0.588,0.543,0.571,3.14,3.19,0.449,Kharif,Good,0.444,1836.0,0.49,0.693,0.2979,0
FARM-405,Shanti Patil,Varanasi,Uttar Pradesh,25.4638,82.598,Wheat,5.32,69.6,47.6,30.6,159.9,60.0,0.238,0.434,0.397,5.23,4.82,0.571,Rabi,None,0.408,2519.0,0.322,0.519,0.2425,1
FARM-406,Pushpa Bishnoi,Aurangabad,Maharashtra,20.0605,75.3834,Maize,0.6,67.7,22.7,30.5,43.5,50.5,0.538,0.189,0.479,4.43,4.43,0.432,Kharif,Partial,0.273,2056.0,0.372,0.578,0.3973,1
FARM-407,Ganesh Kaur,Hooghly,West Bengal,22.7767,88.7004,Mustard,1.44,54.5,35.9,25.3,87.7,83.9,0.357,0.62,0.339,1.71,1.75,0.464,Rabi,Good,0.706,5857.0,0.792,0.617,0.7498,1
FARM-408,Kamla Yadav,Surat,Gujarat,21.2224,73.0807,Cotton,1.41,56.3,30.9,26.4,44.4,53.8,0.302,0.38,0.56,0.88,0.96,0.447,Kharif,Partial,0.32,6510.0,0.166,0.461,0.4296,1
FARM-409,Gurpreet Reddy,Muzaffarpur,Bihar,26.3296,85.3639,Wheat,2.0,53.4,31.0,23.6,134.1,74.9,0.628,0.614,0.443,4.05,3.87,0.554,Rabi,None,0.681,2184.0,0.483,0.312,0.958,1
FARM-410,Sukhwinder Kaur,Nadia,West Bengal,23.4082,88.7947,Rice,9.48,78.2,33.9,26.2,102.1,79.8,0.33,0.83,0.563,4.0,4.42,0.281,Kharif,Good,0.42,2163.0,0.516,0.788,0.2471,1
FARM-411,Shankar Singh,Kota,Rajasthan,25.1552,75.7405,Mustard,2.29,35.7,24.7,27.1,39.7,40.2,0.616,0.101,0.425,1.4,1.41,0.305,Rabi,Partial,0.241,4694.0,0.769,0.484,0.6502,0
FARM-412,Dinesh Rao,Muzaffarpur,Bihar,25.8315,85.2016,Wheat,2.29,67.9,30.2,26.5,82.1,60.4,0.548,0.546,0.567,5.63,5.76,0.561,Rabi,None,0.919,2357.0,0.546,0.339,0.9423,1
FARM-413,Pushpa Patil,Khammam,Telangana,17.3414,80.2126,Rice,1.35,47.9,35.3,28.4,70.8,59.9,0.383,0.267,0.483,5.15,4.72,0.425,Kharif,None,0.425,2333.0,0.085,0.458,0.7597,1
FARM-414,Sunil Bishnoi,Rohtak,Haryana,28.9377,76.9999,Rice,1.92,61.9,35.3,28.2,28.2,53.1,0.531,0.348,0.459,4.43,4.74,0.16,Kharif,Good,0.467,2337.0,0.469,0.676,0.3611,1
FARM-415,Harpreet Sharma,Lucknow,Uttar Pradesh,27.0195,81.038,Pulses,0.82,62.8,36.7,23.4,60.4,70.7,0.593,0.441,0.446,1.3,1.33,0.382,Rabi,Good,0.608,5677.0,0.179,0.59,0.387,0
FARM-416,Shankar Reddy,Jabalpur,Madhya Pradesh,23.1059,79.9089,Pulses,4.83,63.1,42.1,29.1,133.7,65.9,0.595,0.124,0.412,1.28,1.35,0.424,Rabi,Good,0.699,6095.0,0.206,0.63,0.2228,0
FARM-417,Harpreet Rathore,Coimbatore,Tamil Nadu,10.8922,77.0383,Pulses,1.21,80.6,28.7,26.8,34.4,70.1,0.666,0.459,0.548,1.02,1.02,0.387,Rabi,Good,0.809,6574.0,0.325,0.692,0.6031,0
FARM-418,Sukhwinder Deshmukh,Sirsa,Haryana,29.8052,75.1475,Rice,3.99,60.2,28.6,30.3,23.4,52.7,0.36,0.318,0.256,3.64,3.73,0.361,Kharif,Partial,0.502,2345.0,0.392,0.444,0.7172,1
FARM-419,Rajinder Das,Ujjain,Madhya Pradesh,23.0345,75.6984,Pulses,3.29,79.4,36.4,26.6,18.9,53.4,0.161,0.077,0.51,0.97,1.05,0.387,Rabi,Good,0.555,6414.0,0.269,0.623,0.0989,0
FARM-420,Radha Kumar,Bathinda,Punjab,30.0542,75.0079,Wheat,7.11,68.8,43.1,24.3,98.6,59.2,0.192,0.47,0.0,3.51,3.51,0.264,Rabi,Good,0.602,2224.0,0.237,0.639,0.0553,0
FARM-421,Anil Chauhan,Belagavi,Karnataka,15.9815,74.674,Rice,1.22,48.3,44.0,26.7,81.6,72.3,0.439,0.471,0.251,3.43,3.62,0.764,Kharif,Good,0.504,2147.0,0.215,0.602,0.5433,1
FARM-422,Vijay Deshmukh,Lucknow,Uttar Pradesh,26.4449,80.6797,Sugarcane,1.1,72.1,25.3,25.1,64.5,75.2,0.348,0.418,0.354,89.8,95.5,0.246,Annual,None,0.278,357.0,0.352,0.495,0.5149,0
FARM-423,Sunita Bishnoi,Ujjain,Madhya Pradesh,23.061,76.1171,Wheat,9.86,82.9,40.5,32.6,184.0,57.6,0.507,0.174,0.246,5.02,4.93,0.352,Rabi,None,0.317,2011.0,0.615,0.619,0.1013,0
FARM-424,Rekha Ghosh,Ludhiana,Punjab,30.711,75.9856,Wheat,1.08,71.1,43.3,25.7,54.8,59.0,0.435,0.241,0.181,4.0,3.91,0.51,Rabi,Good,0.246,2543.0,0.253,0.701,0.14,0
FARM-425,Mohan Reddy,Bareilly,Uttar Pradesh,28.3086,79.4853,Pulses,2.23,60.7,36.2,26.9,100.8,60.4,0.095,0.237,0.456,1.36,1.37,0.658,Rabi,None,0.53,6475.0,0.148,0.366,0.2918,1
FARM-426,Babu Patil,Coimbatore,Tamil Nadu,11.1482,77.182,Pulses,4.02,52.9,47.6,30.1,92.8,80.0,0.191,0.264,0.65,1.11,1.14,0.509,Rabi,Good,0.06,6776.0,0.432,0.796,0.0629,0
FARM-427,Savita Patil,Ujjain,Madhya Pradesh,23.2743,75.7505,Maize,8.39,66.1,49.8,27.6,162.9,46.6,0.538,0.191,0.083,2.34,2.32,0.522,Kharif,Good,0.372,2217.0,0.637,0.649,0.0699,0
FARM-428,Kamla Murugan,Aurangabad,Maharashtra,19.864,75.0675,Pulses,2.89,66.8,12.8,25.0,62.1,53.0,0.664,0.234,0.376,0.95,0.97,0.915,Rabi,None,0.603,5610.0,0.266,0.334,0.9698,1
FARM-429,Mohan Murugan,Rajkot,Gujarat,22.6609,70.7032,Pulses,1.2,56.1,15.2,28.6,33.3,57.2,0.634,0.327,0.559,1.18,1.18,0.344,Rabi,None,0.708,5357.0,0.224,0.341,0.8809,1
FARM-430,Mohan Singh,Coimbatore,Tamil Nadu,11.0784,77.1873,Rice,1.61,69.4,33.6,29.4,64.3,72.6,0.289,0.335,0.555,3.68,3.91,0.316,Kharif,None,0.264,2314.0,0.294,0.371,0.656,0
FARM-431,Pushpa Pillai,Jabalpur,Madhya Pradesh,23.1173,80.2311,Wheat,1.07,45.0,36.6,29.1,55.5,42.1,0.307,0.363,0.122,3.51,3.7,0.735,Rabi,Good,0.682,2376.0,0.244,0.414,0.6118,0
FARM-432,Lakshmi Choudhary,Amritsar,Punjab,31.4486,75.0275,Rice,1.32,72.4,24.2,27.4,53.5,61.5,0.389,0.273,0.449,4.68,5.22,0.699,Kharif,Partial,0.29,2432.0,0.095,0.685,0.3411,0
FARM-433,Anita Deshmukh,Ujjain,Madhya Pradesh,23.0669,75.5998,Pulses,1.22,43.1,26.0,23.5,68.8,53.2,0.553,0.386,0.383,0.99,1.03,0.331,Rabi,Partial,0.861,6848.0,0.211,0.355,0.877,1
FARM-434,Gurpreet Ghosh,Guntur,Andhra Pradesh,16.4716,80.2088,Cotton,4.17,47.5,53.5,27.2,188.3,55.2,0.678,0.224,0.647,2.31,2.25,0.34,Kharif,Good,0.578,5436.0,0.152,0.562,0.4183,1
FARM-435,Savita Singh,Gwalior,Madhya Pradesh,26.2494,78.25,Rice,0.99,63.3,32.8,28.0,134.1,59.1,0.37,0.086,0.155,3.91,4.03,0.492,Kharif,Good,0.228,2186.0,0.24,0.729,0.0362,0
FARM-436,Ganesh Meena,Aurangabad,Maharashtra,19.9866,75.2023,Maize,1.44,40.4,17.5,26.2,67.0,56.2,0.535,0.254,0.437,4.07,3.9,0.179,Kharif,None,0.208,2136.0,0.311,0.352,0.56,0
FARM-437,Sanjay Deshmukh,Salem,Tamil Nadu,11.565,78.0941,Cotton,1.07,59.8,22.4,27.7,102.1,81.0,0.631,0.134,0.714,1.64,1.57,0.541,Kharif,None,0.472,6852.0,0.144,0.336,0.7542,1
FARM-438,Sanjay Reddy,Nashik,Maharashtra,19.7915,73.6075,Sugarcane,2.19,68.5,20.9,26.7,68.7,66.1,0.72,0.216,0.417,83.51,76.85,0.35,Annual,Partial,0.3,350.0,0.193,0.656,0.4934,0
FARM-439,Harpreet Meena,Bhavnagar,Gujarat,21.5748,72.2461,Wheat,6.91,37.2,28.8,29.2,64.7,47.6,0.242,0.379,0.196,3.8,3.95,0.176,Rabi,Partial,0.222,2331.0,0.294,0.511,0.1681,0
FARM-440,Manoj Patel,Bareilly,Uttar Pradesh,28.4457,79.7848,Pulses,2.88,56.0,29.9,25.0,95.7,57.3,0.409,0.343,0.675,1.16,1.15,0.403,Rabi,None,0.46,6309.0,0.163,0.4,0.6729,1
FARM-441,Sunil Mondal,Nalgonda,Telangana,17.3595,79.4565,Rice,0.5,58.5,24.0,28.2,100.1,56.1,0.683,0.27,0.648,3.67,3.8,0.398,Kharif,None,0.588,2377.0,0.247,0.366,0.901,1
FARM-442,Narayan Patil,Jalandhar,Punjab,31.543,75.3601,Wheat,4.72,64.8,29.5,20.6,27.1,70.3,0.299,0.24,0.202,4.4,4.64,0.207,Rabi,Partial,0.5,2463.0,0.295,0.483,0.1402,0
FARM-443,Sukhwinder Chauhan,Nashik,Maharashtra,19.8678,73.6698,Sugarcane,1.85,53.1,12.0,30.3,30.3,50.1,0.602,0.104,0.147,59.96,62.31,0.758,Annual,None,0.669,359.0,0.259,0.312,0.99,1
FARM-444,Sanjay Gowda,Bareilly,Uttar Pradesh,28.5197,79.4354,Sugarcane,7.39,72.9,35.7,25.2,71.8,68.7,0.164,0.218,0.478,76.02,71.6,0.393,Annual,Good,0.57,338.0,0.055,0.713,0.1129,1
FARM-445,Lakshmi Mondal,Nadia,West Bengal,23.7947,88.6202,Pulses,3.48,45.1,31.4,26.7,72.9,68.7,0.136,0.394,0.512,1.02,1.03,0.315,Rabi,Partial,0.358,6661.0,0.126,0.471,0.2244,0
FARM-446,Kishan Choudhary,Hisar,Haryana,28.7628,75.86,Wheat,1.23,71.1,39.0,26.9,76.8,57.6,0.468,0.036,0.274,5.43,6.1,0.175,Rabi,Good,0.383,2196.0,0.394,0.674,0.0505,0
FARM-447,Babu Reddy,Nizamabad,Telangana,18.0247,78.3763,Rice,2.08,55.6,19.9,26.8,80.9,52.3,0.368,0.424,0.375,3.51,3.75,0.936,Kharif,None,0.781,2454.0,0.384,0.32,0.99,1
FARM-448,Babu Verma,Bareilly,Uttar Pradesh,28.6131,79.5273,Wheat,0.84,48.1,35.8,24.4,139.7,57.1,0.281,0.256,0.363,3.36,3.43,0.16,Rabi,None,0.063,2299.0,0.366,0.329,0.1086,0
FARM-449,Kavita Reddy,Agra,Uttar Pradesh,27.2185,78.1181,Pulses,1.79,56.7,26.5,22.8,20.0,61.1,0.07,0.361,0.612,1.12,1.1,0.205,Rabi,Partial,0.503,6598.0,0.06,0.47,0.2127,1
FARM-450,Geeta Kaur,Jaipur,Rajasthan,26.5398,75.9553,Maize,3.04,39.9,26.3,32.7,71.1,58.7,0.706,0.01,0.236,2.15,2.31,0.351,Kharif,Good,0.58,2266.0,0.423,0.526,0.4278,0
FARM-451,Anil Choudhary,Darbhanga,Bihar,26.1978,85.9912,Maize,6.59,68.7,28.8,29.7,100.4,74.8,0.506,0.454,0.757,3.17,3.12,0.48,Kharif,None,0.825,2089.0,0.26,0.349,0.8566,1
FARM-452,Meena Deshmukh,Bhopal,Madhya Pradesh,23.1757,77.6569,Rice,2.36,50.4,40.3,23.5,69.6,48.4,0.293,0.391,0.375,4.66,4.5,0.499,Kharif,Good,0.275,2310.0,0.352,0.72,0.1922,0
FARM-453,Narayan Meena,Kurnool,Andhra Pradesh,15.8689,78.0804,Pulses,2.65,71.7,19.8,31.7,37.6,65.5,0.477,0.371,0.519,0.88,0.92,0.483,Rabi,None,0.531,6627.0,0.355,0.496,0.6757,1
FARM-454,Meena Reddy,Madurai,Tamil Nadu,10.0757,78.2229,Rice,1.65,81.2,18.4,26.1,28.7,65.9,0.558,0.36,0.451,4.48,4.56,0.754,Kharif,None,0.345,2383.0,0.464,0.46,0.9863,1
